loan_id,funded_amount,funded_date,duration years,duration months,10 yr treasury index date funded,interest rate,payments,total past payments,loan balance,property value,purpose,firstname,middlename,lastname,employment length,quarter,months remain,year
LL0000068,1524000,2015-06-24,30,360,2.38,0.03978,7256.49,54,1132149.37,1666600,commerical property,Mario,Keegan,Flowers,7,2015Q2,306,2015
LL0000738,1420000,2016-05-13,30,360,1.71,0.03309,6226.0,43,1152281.81,1666400,home,Veronica,Baylee,Le,11,2016Q2,317,2016
LL0000539,1530000,2015-11-27,30,360,2.22,0.03818,7144.83,49,1179903.13,1664800,commerical property,Conner,River,Hoover,7,2015Q4,311,2015
LL0001696,1460000,2015-05-14,30,360,2.23,0.03829,6827.1,55,1084509.37,1664650,investment property,Sophia,Olivia,Lowe,8,2015Q2,305,2015
LL0001710,1404000,2015-08-14,30,360,2.2,0.03799,6541.24,52,1063855.42,1664050,commerical property,Jack,Caleb,Hill,13,2015Q3,308,2015
LL0000883,1452000,2018-04-13,30,360,2.82,0.04419,7287.35,20,1306252.93,1663400,commerical property,Archer,Adriel,Keller,2,2018Q2,340,2018
LL0000302,1464000,2015-11-19,30,360,2.24,0.03839,6854.16,49,1128146.21,1659200,home,Ian,Adam,Brooks,1,2015Q4,311,2015
LL0000407,1460000,2015-09-07,30,360,2.13,0.03729,6744.1,51,1116050.81,1658850,investment property,Oliver,James,Tilley,5,2015Q3,309,2015
LL0001439,1404000,2015-12-17,30,360,2.24,0.03839,6573.25,48,1088483.96,1657800,commerical property,Jazlyn,Carter,Ballard,6,2015Q4,312,2015
LL0000698,1650000,2019-08-17,30,360,1.55,0.03148,7088.86,4,1621644.56,1656850,investment property,Sawyer,Leo,Jenkins,2,2019Q3,356,2019
LL0001539,1430000,2017-06-21,30,360,2.1634,0.03762,6632.29,30,1231031.18,1656200,investment property,Daniel,Michael,Ramsey,16,2017Q2,330,2017
LL0001045,1510000,2018-08-11,15,180,2.87,0.04168,11296.84,16,1329250.59,1655400,home,Nathaniel,Finn,Carnes,9,2018Q3,164,2018
LL0001169,1380000,2014-11-03,15,180,2.36,0.03659,9973.48,61,771617.54,1654250,commerical property,Elizabeth,Amelia,Sutton,9,2014Q4,119,2014
LL0001290,1460000,2012-09-07,30,360,1.67,0.03269,6369.25,87,905875.52,1653600,home,Olivia,Elizabeth,Dickerson,3,2012Q3,273,2012
LL0001162,1470000,2013-04-11,30,360,1.82,0.03419,6534.67,80,947226.35,1652800,investment property,Titus,Legend,Tobias,13,2013Q2,280,2013
LL0000108,1600000,2017-03-16,30,360,2.5402,0.04139,7767.42,33,1343675.29,1651050,commerical property,Elsa,Charley,Flynn,11,2017Q1,327,2017
LL0001375,1608000,2017-08-24,30,360,2.1939,0.03792,7485.27,28,1398412.35,1651000,home,Kamden,Roberto,Sawyer,10,2017Q3,332,2017
LL0000665,1360000,2014-02-10,30,360,2.7,0.04299,6729.45,70,888938.29,1647550,investment property,Sabrina,Emersyn,Dawson,18,2014Q1,290,2014
LL0001159,1460000,2013-01-28,30,360,2.0,0.03599,6637.0,83,909128.86,1646450,home,Clarissa,Ava,Horn,3,2013Q1,277,2013
LL0001334,1520000,2019-09-13,30,360,1.9,0.03498,6823.78,3,1499528.65,1645500,investment property,Milana,Harper,Miller,17,2019Q3,357,2019
LL0000755,1428000,2017-12-21,30,360,2.48,0.04079,6882.69,24,1262815.49,1645050,home,Elyse,Sophia,Wiley,7,2017Q4,336,2017
LL0001447,1368000,2014-09-15,15,180,2.6,0.03899,10049.83,63,734860.63,1644700,home,Charles,Grayson,Parker,1,2014Q3,117,2014
LL0001636,1520000,2013-03-10,30,360,2.06,0.03658,6960.24,81,956220.36,1644400,commerical property,Legend,Daxton,Stephenson,8,2013Q1,279,2013
LL0001179,1440000,2018-10-07,15,180,3.23,0.04529,11037.26,14,1285478.39,1642550,investment property,Sutton,Charlotte,Brown,18,2018Q4,166,2018
LL0001331,1452000,2012-11-16,30,360,1.58,0.03179,6262.75,85,919665.95,1642100,commerical property,Bryson,River,Muhammad,15,2012Q4,275,2012
LL0000991,1524000,2013-07-21,30,360,2.5,0.04098,7362.18,77,957112.51,1641750,home,Aubrie,Celeste,Floyd,4,2013Q3,283,2013
LL0000607,1520000,2016-09-04,30,360,1.6024,0.03201,6574.33,39,1263601.22,1640700,home,Mila,Abigail,Edwards,16,2016Q3,321,2016
LL0000132,1488000,2018-06-26,30,360,2.88,0.04479,7520.92,18,1352623.41,1635700,home,Rhett,Kade,Medley,17,2018Q2,342,2018
LL0000669,1620000,2019-02-28,30,360,2.73,0.04328,8043.57,10,1539564.25,1635350,commerical property,Adelyn,Iris,Hansen,8,2019Q1,350,2019
LL0000082,1420000,2014-10-13,30,360,2.31,0.03909,6705.01,62,1004289.24,1635300,commerical property,Kevin,Evan,Estrada,7,2014Q4,298,2014
LL0000137,1560000,2019-03-22,30,360,2.44,0.04038,7481.89,9,1492662.95,1634250,commerical property,Jasper,Finley,Storey,12,2019Q1,351,2019
LL0001446,1510000,2019-10-22,15,180,1.78,0.03078,10484.52,2,1489030.96,1633550,commerical property,Levi,Andrew,Rendon,17,2019Q4,178,2019
LL0001520,1464000,2017-05-02,30,360,2.2803,0.03879,6887.62,31,1250483.75,1632700,investment property,Ricardo,Keegan,Holland,18,2017Q2,329,2017
LL0000736,1400000,2013-11-05,15,180,2.69,0.03989,10347.92,73,644602.18,1632400,commerical property,Levi,Andrew,Gates,2,2013Q4,107,2013
LL0000866,1476000,2014-10-21,30,360,2.23,0.03829,6901.92,62,1048080.96,1630900,commerical property,Charlotte,Abigail,Mathews,11,2014Q4,298,2014
LL0000389,1428000,2018-11-15,30,360,3.11,0.04709,7413.87,13,1331619.63,1628600,home,Jeremy,Calvin,Herrera,16,2018Q4,347,2018
LL0001044,1570000,2016-10-22,15,180,1.7347,0.03033,10867.07,38,1157051.46,1628300,home,Danica,Madison,Castaneda,10,2016Q4,142,2016
LL0000436,1410000,2017-11-28,30,360,2.34,0.03939,6682.06,25,1242948.39,1628200,investment property,Tucker,Louis,Foy,13,2017Q4,335,2017
LL0001609,1610000,2019-01-11,15,180,2.71,0.04008,11915.43,11,1478930.26,1627750,home,Gemma,Jada,Davidson,10,2019Q1,169,2019
LL0000144,1368000,2012-05-12,30,360,1.84,0.03439,6096.44,91,813223.54,1627500,home,Lukas,Cade,Breen,3,2012Q2,269,2012
LL0000136,1580000,2017-07-11,30,360,2.3605,0.03959,7505.86,29,1362329.97,1625200,home,Annika,Greta,Larsen,16,2017Q3,331,2017
LL0001200,1350000,2014-11-26,30,360,2.24,0.03839,6320.43,61,964453.56,1623100,commerical property,Jayden,Alexander,Miller,5,2014Q4,299,2014
LL0000261,1356000,2012-02-04,30,360,1.97,0.03569,6141.39,94,778708.94,1620400,home,Graham,Bradley,Ryan,12,2012Q1,266,2012
LL0001465,1584000,2018-01-13,30,360,2.55,0.04148,7698.03,23,1406945.23,1619900,commerical property,Sebastian,Christopher,Scott,5,2018Q1,337,2018
LL0000104,1410000,2015-02-28,15,180,2.0,0.03299,9941.24,58,833407.9,1618400,home,Mallory,Carolina,Mclaughlin,5,2015Q1,122,2015
LL0000130,1400000,2017-12-06,30,360,2.33,0.03929,6626.64,24,1240960.74,1617800,commerical property,Benjamin,James,Sharp,15,2017Q4,336,2017
LL0001649,1608000,2019-06-23,30,360,2.07,0.03668,7372.28,6,1563766.34,1617600,investment property,Thiago,Enzo,Dominguez,3,2019Q2,354,2019
LL0000322,1300000,2012-06-20,30,360,1.65,0.03249,5656.97,90,790872.82,1617550,home,Lydia,Ava,Reyes,12,2012Q2,270,2012
LL0000160,1360000,2015-11-21,30,360,2.26,0.03859,6382.78,49,1047243.58,1615100,investment property,Charlotte,Emily,Santiago,12,2015Q4,311,2015
LL0001482,1370000,2013-03-26,30,360,1.92,0.03519,6166.45,81,870517.42,1613600,commerical property,Adaline,Zara,Robbins,3,2013Q1,279,2013
LL0000773,1300000,2012-09-07,15,180,1.67,0.02969,8958.19,87,520637.3,1613600,home,Rafael,Donovan,Combs,13,2012Q3,93,2012
LL0001412,1610000,2019-10-24,30,360,1.77,0.03368,7111.51,2,1595776.98,1613450,commerical property,Jeremiah,Alan,Stearns,3,2019Q4,358,2019
LL0000691,1440000,2017-02-04,30,360,2.4648,0.04063,6927.18,34,1204475.74,1613050,commerical property,River,Frank,Gant,1,2017Q1,326,2017
LL0001379,1428000,2013-02-27,30,360,1.91,0.03509,6419.53,82,901598.18,1612950,commerical property,Olive,Elliana,Fields,5,2013Q1,278,2013
LL0000524,1512000,2014-07-01,30,360,2.58,0.04178,7374.54,66,1025280.5,1612500,commerical property,Heaven,Carly,Erickson,16,2014Q3,294,2014
LL0001627,1404000,2015-04-02,30,360,1.92,0.03519,6319.49,56,1050108.69,1610750,home,Clayton,Beckham,Dowdy,2,2015Q2,304,2015
LL0000522,1480000,2012-11-27,30,360,1.64,0.03239,6432.12,85,933269.64,1609550,home,Jameson,Dallas,Mcdonnell,12,2012Q4,275,2012
LL0001288,1380000,2017-05-02,30,360,2.2803,0.03879,6492.43,31,1178734.68,1608700,commerical property,Ryker,Eric,Blake,4,2017Q2,329,2017
LL0001590,1392000,2014-10-13,30,360,2.31,0.03909,6572.8,62,984486.35,1607300,investment property,Karsyn,Sophia,Glenn,14,2014Q4,298,2014
LL0001508,1400000,2015-03-24,30,360,1.88,0.03479,6270.23,57,1042597.13,1607200,investment property,Alice,Harper,Foster,11,2015Q1,303,2015
LL0000776,1512000,2014-10-25,30,360,2.29,0.03888,7121.23,62,1070483.59,1606700,commerical property,Michelle,Anastasia,Grant,13,2014Q4,298,2014
LL0001186,1370000,2013-08-21,15,180,2.87,0.04169,10250.14,76,590989.32,1606200,commerical property,Tristan,Carson,Fay,8,2013Q3,104,2013
LL0000864,1570000,2018-01-15,30,360,2.5462,0.04145,7627.26,23,1394573.13,1605800,investment property,Priscilla,Kailey,Brock,15,2018Q1,337,2018
LL0000331,1410000,2019-04-05,30,360,2.5,0.04099,6812.28,8,1355501.77,1603550,investment property,Micah,Brody,Kim,16,2019Q2,352,2019
LL0000218,1584000,2018-12-12,30,360,2.91,0.04508,8033.43,12,1487598.88,1603250,home,Emmett,George,Freeman,2,2018Q4,348,2018
LL0000702,1536000,2019-08-16,30,360,1.55,0.03148,6599.08,4,1509603.66,1602900,commerical property,Emery,Lauren,Mendoza,5,2019Q3,356,2019
LL0000969,1370000,2013-11-14,15,180,2.69,0.03989,10126.17,73,630789.28,1601950,commerical property,Danna,Jayda,Li,2,2013Q4,107,2013
LL0001570,1400000,2018-10-19,30,360,3.2,0.04799,7344.47,14,1297177.44,1601950,home,Atticus,Emanuel,Erickson,17,2018Q4,346,2018
LL0001075,1540000,2019-12-27,30,360,1.88,0.03478,6896.39,0,1540000.0,1600250,home,Allen,Gregory,Zimmerman,18,2019Q4,360,2019
LL0000450,1510000,2018-05-07,30,360,2.95,0.04548,7694.07,19,1363812.59,1600200,home,Maximiliano,Armando,Braden,12,2018Q2,341,2018
LL0000089,1290000,2012-12-10,30,360,1.63,0.03229,5599.3,84,819658.44,1598900,investment property,Maria,Harper,Kim,7,2012Q4,276,2012
LL0000290,1520000,2015-09-14,30,360,2.18,0.03778,7063.53,51,1159760.02,1598500,investment property,Lucas,Aiden,Martin,9,2015Q3,309,2015
LL0001704,1560000,2017-12-23,30,360,2.48,0.04078,7518.0,24,1379568.02,1596950,home,Parker,Josie,George,17,2017Q4,336,2017
LL0001322,1460000,2015-11-27,30,360,2.22,0.03819,6818.78,49,1125879.86,1594800,home,Serenity,Sophia,Ward,4,2015Q4,311,2015
LL0000633,1520000,2019-04-08,30,360,2.52,0.04118,7360.5,8,1461116.04,1593400,investment property,Thomas,Ryan,Beavers,5,2019Q2,352,2019
LL0000812,1430000,2014-05-15,30,360,2.5,0.04099,6908.91,67,967103.22,1592850,commerical property,Leona,Elizabeth,Williams,9,2014Q2,293,2014
LL0001389,1470000,2016-07-24,30,360,1.57,0.03169,6332.37,41,1210373.02,1592800,home,Matthew,Mason,Smith,7,2016Q3,319,2016
LL0000162,1470000,2019-11-13,30,360,1.88,0.03479,6583.74,1,1463416.26,1592450,investment property,Arielle,Rylie,Fletcher,12,2019Q4,359,2019
LL0000379,1490000,2014-05-24,15,180,2.54,0.03839,10901.52,67,759598.01,1592400,commerical property,Trevor,Gerardo,Stockton,16,2014Q2,113,2014
LL0000239,1452000,2015-08-10,30,360,2.24,0.03839,6797.98,52,1098505.18,1592250,home,Stephanie,Cali,Ray,11,2015Q3,308,2015
LL0000650,1440000,2014-12-22,30,360,2.17,0.03769,6684.4,60,1038936.05,1591800,investment property,Jayda,Alani,Mcbride,5,2014Q4,300,2014
LL0000458,1548000,2017-08-13,30,360,2.1888,0.03787,7201.57,28,1346356.08,1591550,home,Fiona,Delaney,Lawrence,7,2017Q3,332,2017
LL0001268,1560000,2018-05-15,30,360,3.08,0.04678,8070.13,19,1406667.44,1589800,home,Caroline,Abigail,Morgan,2,2018Q2,341,2018
LL0001677,1356000,2017-02-04,30,360,2.4648,0.04063,6523.1,34,1134214.65,1589050,investment property,Victor,Luca,Holmes,6,2017Q1,326,2017
LL0000348,1470000,2013-07-04,30,360,2.52,0.04119,7119.23,77,921819.47,1588600,investment property,Ivan,Everett,Tucker,8,2013Q3,283,2013
LL0001705,1420000,2017-06-09,30,360,2.2005,0.03799,6615.79,30,1221526.42,1586800,commerical property,Chance,Skyler,Morrissey,15,2017Q2,330,2017
LL0001622,1330000,2015-10-25,30,360,2.09,0.03689,6113.49,50,1024325.41,1586450,investment property,Gunnar,Noel,Ibarra,17,2015Q4,310,2015
LL0001494,1560000,2018-07-24,30,360,2.95,0.04548,7948.85,17,1424869.63,1586300,investment property,Malia,Heaven,Shelton,14,2018Q3,343,2018
LL0000526,1520000,2019-09-01,30,360,1.5,0.03098,6489.0,4,1494044.01,1586100,investment property,Kaden,Jeffrey,Heaton,11,2019Q3,356,2019
LL0000381,1390000,2019-02-26,15,180,2.64,0.03939,10239.22,10,1287607.76,1585450,commerical property,Mckenna,Makenna,Oliver,10,2019Q1,170,2019
LL0000264,1520000,2019-09-18,30,360,1.8,0.03398,6739.23,3,1499782.31,1585250,investment property,Jenna,Addilyn,Estrada,6,2019Q3,357,2019
LL0001537,1430000,2018-02-06,30,360,2.79,0.04389,7151.59,22,1272664.97,1584700,home,Cayden,Finn,Aguilar,11,2018Q1,338,2018
LL0001381,1404000,2016-09-12,30,360,1.6629,0.03261,6118.78,39,1165367.73,1584300,home,Cesar,Reid,Pearson,11,2016Q3,321,2016
LL0000193,1560000,2018-09-08,30,360,2.94,0.04538,7939.55,15,1440906.71,1584000,investment property,William,Damian,Wagoner,7,2018Q3,345,2018
LL0000893,1320000,2012-03-08,30,360,2.03,0.03629,6022.85,93,759875.01,1582750,commerical property,Abraham,Edward,Ingram,6,2012Q1,267,2012
LL0000987,1470000,2017-04-25,30,360,2.3322,0.03931,6959.66,32,1247291.03,1579050,investment property,Amaya,Daleyza,Perkins,3,2017Q2,328,2017
LL0001632,1480000,2014-08-03,30,360,2.52,0.04119,7167.66,64,1021269.9,1578850,home,Finley,Teagan,Armstrong,16,2014Q3,296,2014
LL0000306,1400000,2013-07-06,30,360,2.73,0.04329,6952.06,77,864691.31,1578500,commerical property,Dominick,Tyson,Sutton,7,2013Q3,283,2013
LL0001671,1320000,2015-10-04,30,360,1.99,0.03589,5993.16,50,1020341.87,1577500,investment property,Nicolas,Barrett,Renner,17,2015Q4,310,2015
LL0001690,1410000,2014-02-19,30,360,2.73,0.04329,7001.72,70,919879.71,1577100,investment property,Sophia,Emily,Chase,10,2014Q1,290,2014
LL0001663,1520000,2016-11-18,30,360,2.3548,0.03953,7215.59,37,1253023.28,1576950,commerical property,Jordan,Jonathan,Barrow,5,2016Q4,323,2016
LL0001020,1400000,2013-08-09,30,360,2.57,0.04169,6820.93,76,881609.05,1576800,commerical property,Gael,Sergio,Donohue,10,2013Q3,284,2013
LL0001547,1390000,2019-09-03,30,360,1.47,0.03069,5912.15,3,1372263.55,1576000,investment property,Vera,River,Gregory,17,2019Q3,357,2019
LL0000391,1570000,2019-09-28,30,360,1.69,0.03288,6865.53,3,1549403.42,1574750,commerical property,Elias,Nathaniel,Henderson,6,2019Q3,357,2019
LL0000165,1490000,2018-08-28,30,360,2.88,0.04479,7531.03,16,1369503.51,1574550,investment property,Bethany,Nayeli,Campos,9,2018Q3,344,2018
LL0000473,1440000,2019-04-01,30,360,2.49,0.04089,6948.87,9,1377460.16,1573750,home,River,Brooks,Cervantes,10,2019Q2,351,2019
LL0001237,1320000,2012-09-04,30,360,1.59,0.03189,5700.62,87,824045.71,1573750,investment property,Hayden,Ezekiel,Wagner,6,2012Q3,273,2012
LL0000984,1270000,2013-04-12,15,180,1.75,0.03049,8800.35,80,565972.23,1572750,commerical property,Arya,Lucia,Carroll,2,2013Q2,100,2013
LL0000560,1530000,2017-09-09,30,360,2.0507,0.03649,6998.27,27,1341046.74,1572200,investment property,Jack,Luke,Foley,4,2017Q3,333,2017
LL0001488,1330000,2013-07-18,30,360,2.56,0.04159,6472.14,77,831645.13,1567900,commerical property,Aylin,Anaya,Cortez,5,2013Q3,283,2013
LL0000169,1430000,2015-10-07,30,360,2.08,0.03679,6565.07,50,1101746.34,1567350,home,Jackson,William,Williams,6,2015Q4,310,2015
LL0000944,1430000,2019-02-07,30,360,2.65,0.04249,7033.9,10,1359660.97,1566400,commerical property,Skyler,Annie,Rios,8,2019Q1,350,2019
LL0001668,1390000,2013-09-06,30,360,2.94,0.04539,7075.17,75,859362.04,1565400,commerical property,Jaxon,Christopher,Iverson,3,2013Q3,285,2013
LL0001679,1330000,2016-12-19,30,360,2.5382,0.04137,6455.12,36,1097615.77,1565400,commerical property,Kinley,Brynn,Lawson,18,2016Q4,324,2016
LL0000474,1500000,2016-06-22,30,360,1.69,0.03289,6560.24,42,1224469.72,1564400,investment property,Christian,Isaac,Vincent,7,2016Q2,318,2016
LL0001385,1460000,2017-07-27,30,360,2.3103,0.03909,6893.89,29,1260077.31,1564400,investment property,Joshua,Joseph,Schaeffer,5,2017Q3,331,2017
LL0001149,1320000,2016-07-12,30,360,1.53,0.03129,5657.43,41,1088045.4,1563400,home,Seth,Ricardo,Santos,12,2016Q3,319,2016
LL0001440,1344000,2017-12-01,30,360,2.37,0.03969,6392.47,25,1184188.37,1562050,investment property,Carson,Cooper,Leonard,16,2017Q4,335,2017
LL0001087,1404000,2014-11-05,15,180,2.36,0.03659,10146.93,61,785036.98,1558150,commerical property,Ellen,Charlotte,Phelps,11,2014Q4,119,2014
LL0001026,1330000,2014-02-14,30,360,2.75,0.04349,6620.11,70,866592.05,1557350,investment property,Desmond,Killian,Fletcher,10,2014Q1,290,2014
LL0000649,1390000,2014-04-16,30,360,2.65,0.04249,6837.15,68,925073.75,1554300,commerical property,Sofia,Tatum,Thomas,4,2014Q2,292,2014
LL0000374,1340000,2018-02-15,30,360,2.9,0.04499,6788.79,22,1190646.69,1554250,investment property,Paxton,Walker,Bock,1,2018Q1,338,2018
LL0000255,1410000,2018-09-21,30,360,3.07,0.04669,7286.54,15,1300701.84,1553350,investment property,Ayla,Amina,Walsh,7,2018Q3,345,2018
LL0000902,1430000,2013-04-05,30,360,1.72,0.03319,6277.73,80,927781.4,1553100,investment property,Ariella,Nylah,Paul,7,2013Q2,280,2013
LL0000686,1250000,2013-04-22,30,360,1.72,0.03319,5487.53,80,810997.73,1552250,home,Ashton,Ivan,Henry,6,2013Q2,280,2013
LL0000728,1416000,2019-02-14,30,360,2.66,0.04259,6973.33,10,1346266.68,1552050,commerical property,Thomas,Jonathan,Collins,11,2019Q1,350,2019
LL0000307,1470000,2015-07-10,30,360,2.42,0.04019,7034.12,53,1097191.83,1551800,home,Emily,Elizabeth,Caldwell,3,2015Q3,307,2015
LL0000788,1440000,2013-12-06,15,180,2.88,0.04179,10781.14,72,663758.17,1550850,commerical property,Brandon,Riley,Douglass,17,2013Q4,108,2013
LL0000224,1488000,2019-11-17,30,360,1.84,0.03439,6631.22,1,1481368.78,1550250,investment property,Katie,Cheyenne,Lowe,10,2019Q4,359,2019
LL0001107,1452000,2017-12-28,15,180,2.43,0.03729,10544.15,24,1198940.43,1548700,home,Aurora,Madison,Gray,10,2017Q4,156,2017
LL0000707,1250000,2013-07-22,15,180,2.5,0.03799,9120.7,77,547706.29,1547700,home,Simon,Jaylen,Ferrara,3,2013Q3,103,2013
LL0000120,1524000,2018-11-06,30,360,3.22,0.04818,8012.49,13,1419837.63,1545050,home,Vincent,Nathaniel,Patino,7,2018Q4,347,2018
LL0000366,1340000,2012-02-25,30,360,1.98,0.03579,6076.45,94,768814.05,1543350,commerical property,Trinity,Kayla,Kennedy,2,2012Q1,266,2012
LL0001006,1470000,2019-04-13,30,360,2.56,0.04159,7153.42,8,1412772.65,1543150,commerical property,Alexia,Kyla,Vega,18,2019Q2,352,2019
LL0001596,1470000,2016-01-05,15,180,2.25,0.03549,10544.18,47,974423.48,1542850,commerical property,Greyson,Theodore,Dietrich,13,2016Q1,133,2016
LL0000862,1320000,2017-10-09,30,360,2.3589,0.03958,6269.96,26,1156980.99,1540700,home,Porter,Drew,Walter,14,2017Q4,334,2017
LL0000328,1360000,2013-06-25,30,360,2.6,0.04199,6649.84,78,841312.49,1539050,commerical property,Charlotte,Abigail,Farrell,11,2013Q2,282,2013
LL0001579,1480000,2016-10-12,30,360,1.7692,0.03368,6537.29,38,1231582.96,1538800,investment property,Marshall,Phoenix,Rosales,1,2016Q4,322,2016
LL0000731,1470000,2019-08-03,30,360,1.86,0.03459,6567.36,4,1443730.56,1537550,commerical property,Benjamin,Devin,Fitzgerald,18,2019Q3,356,2019
LL0001299,1360000,2016-12-11,30,360,2.4675,0.04066,6544.7,36,1124390.72,1535800,investment property,Jaden,Julius,Humphreys,1,2016Q4,324,2016
LL0000454,1330000,2015-04-23,30,360,1.96,0.03559,6016.18,56,993093.75,1535700,home,Rosemary,Tiffany,Hess,10,2015Q2,304,2015
LL0001363,1400000,2015-11-17,30,360,2.25,0.03849,6562.52,49,1078436.73,1535300,commerical property,Giovanni,Reid,Francis,7,2015Q4,311,2015
LL0001329,1410000,2013-02-21,30,360,1.99,0.03589,6401.79,82,885053.45,1535250,commerical property,Sierra,Kaia,Adkins,10,2013Q1,278,2013
LL0000079,1416000,2013-06-21,30,360,2.52,0.04119,6857.71,78,881099.01,1535250,home,Noah,Jackson,Daniel,2,2013Q2,282,2013
LL0000795,1210000,2012-04-05,30,360,2.19,0.03789,5630.51,92,691993.11,1531350,commerical property,Jesus,Dawson,Shelley,8,2012Q2,268,2012
LL0001413,1380000,2015-01-10,30,360,1.98,0.03579,6257.83,59,1010787.87,1530850,investment property,Ember,Gwendolyn,Ball,4,2015Q1,301,2015
LL0001080,1420000,2017-04-19,30,360,2.2143,0.03813,6627.11,32,1207932.56,1529350,investment property,Ana,Kinley,Carpenter,12,2017Q2,328,2017
LL0000470,1400000,2012-12-05,30,360,1.6,0.03199,6053.77,84,891483.28,1529150,home,Mario,Titus,Rios,1,2012Q4,276,2012
LL0000298,1270000,2012-05-28,30,360,1.75,0.03349,5596.36,91,760731.23,1528700,investment property,Christopher,Henry,Sanchez,16,2012Q2,269,2012
LL0000566,1368000,2017-11-02,30,360,2.345,0.03944,6486.95,25,1205826.17,1527500,home,Ethan,Mason,Cortez,3,2017Q4,335,2017
LL0000674,1330000,2019-01-21,30,360,2.79,0.04389,6651.48,11,1256833.71,1527250,commerical property,Karla,Marissa,Stokes,17,2019Q1,349,2019
LL0001061,1480000,2017-06-05,30,360,2.1817,0.0378,6879.33,30,1273620.12,1527000,investment property,Kensley,Emma,Harrell,15,2017Q2,330,2017
LL0000246,1430000,2014-11-01,30,360,2.35,0.03949,6785.06,62,1009326.24,1524350,investment property,Richard,Jonah,Farmer,17,2014Q4,298,2014
LL0000948,1460000,2019-10-08,30,360,1.54,0.03139,6265.41,2,1447469.18,1524250,home,Bailey,Charlotte,Graham,6,2019Q4,358,2019
LL0001734,1320000,2012-02-13,30,360,1.99,0.03589,5993.16,94,756642.72,1523950,commerical property,Hanna,Celeste,Ochoa,14,2012Q1,266,2012
LL0000941,1404000,2016-10-03,30,360,1.6221,0.03221,6087.97,38,1172657.04,1523250,investment property,Jessica,Georgia,Andrews,17,2016Q4,322,2016
LL0001047,1400000,2019-12-07,30,360,1.84,0.03439,6239.05,0,1400000.0,1521250,investment property,Braxton,Justin,Stjohn,6,2019Q4,360,2019
LL0001430,1460000,2016-09-01,15,180,1.5681,0.02867,9989.36,40,1060425.41,1520850,commerical property,Gabriela,Adrianna,Sims,15,2016Q3,140,2016
LL0001610,1356000,2017-10-09,30,360,2.3589,0.03958,6440.96,26,1188535.02,1516700,commerical property,Emerson,Braylen,Culp,10,2017Q4,334,2017
LL0001343,1500000,2019-02-10,30,360,2.63,0.04229,7360.67,10,1426393.31,1516250,home,Avah,Charlotte,Hobbs,7,2019Q1,350,2019
LL0000062,1330000,2019-09-01,30,360,1.5,0.03099,5678.6,4,1307285.62,1516100,investment property,Barrett,Emerson,Charles,4,2019Q3,356,2019
LL0001411,1380000,2019-03-12,30,360,2.61,0.04209,6755.69,9,1319198.81,1514750,investment property,Luciana,Jamie,Glover,4,2019Q1,351,2019
LL0000382,1300000,2018-02-18,30,360,2.8749,0.04474,6566.84,22,1155529.5,1514100,home,Ava,Yaretzi,Brown,5,2018Q1,338,2018
LL0000346,1416000,2014-08-22,15,180,2.4,0.03699,10261.68,64,759252.5,1513900,investment property,Elizabeth,Amelia,Nunez,10,2014Q3,116,2014
LL0001572,1210000,2013-03-21,30,360,1.95,0.03549,5466.59,81,767206.13,1513850,investment property,Micah,Gael,Roark,10,2013Q1,279,2013
LL0000860,1280000,2013-10-13,30,360,2.7,0.04299,6333.6,74,811313.39,1513550,investment property,Jeffrey,Kyler,Guerrero,6,2013Q4,286,2013
LL0000772,1360000,2014-12-15,30,360,2.12,0.03719,6274.47,60,983531.63,1512150,commerical property,Sara,Adriana,Stone,6,2014Q4,300,2014
LL0001276,1350000,2017-09-18,30,360,2.2287,0.03827,6311.19,27,1179597.82,1511750,home,Aidan,Jase,Pierce,13,2017Q3,333,2017
LL0001717,1370000,2015-07-23,30,360,2.28,0.03879,6445.38,53,1028394.7,1511150,investment property,Rafael,Holden,Beck,10,2015Q3,307,2015
LL0001172,1330000,2019-12-26,30,360,1.9,0.03499,5971.55,0,1330000.0,1510300,investment property,Jordyn,Rylee,Olson,5,2019Q4,360,2019
LL0000275,1290000,2014-08-02,30,360,2.52,0.04119,6247.49,64,890160.93,1508900,home,Noah,Declan,Hauser,5,2014Q3,296,2014
LL0000520,1280000,2017-05-03,30,360,2.318,0.03917,6049.83,31,1092455.39,1508650,home,Jase,Abraham,Maxwell,5,2017Q2,329,2017
LL0000323,1476000,2018-04-04,30,360,2.79,0.04389,7381.64,20,1328367.13,1507850,home,Mckinley,Macie,Blair,6,2018Q2,340,2018
LL0001082,1460000,2017-06-01,30,360,2.2114,0.0381,6811.29,31,1248849.97,1507200,commerical property,Brynlee,Charlee,Jensen,4,2017Q2,329,2017
LL0000395,1300000,2012-01-05,30,360,2.02,0.03619,5924.28,95,737193.63,1505900,commerical property,Tobias,Barrett,Fleming,7,2012Q1,265,2012
LL0001522,1350000,2014-10-12,30,360,2.31,0.03909,6374.48,62,954782.02,1505350,home,Journee,Madelynn,Acosta,4,2014Q4,298,2014
LL0000205,1360000,2018-08-15,30,360,2.86,0.04459,6857.83,16,1250274.74,1505200,home,Adalyn,Andrea,Alvarez,8,2018Q3,344,2018
LL0001566,1428000,2019-02-08,30,360,2.63,0.04229,7007.36,10,1357926.43,1504350,home,Alicia,April,Higgins,1,2019Q1,350,2019
